GameDate,GameStartET,Season,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2019-03-31,8:00p,2018-2019,Washington Wizards,95,Denver Nuggets,90,,17356,Pepsi Center
2019-03-31,8:30p,2018-2019,Charlotte Hornets,90,Golden State Warriors,137,,19596,Chase Center
2019-03-31,10:30p,2018-2019,Memphis Grizzlies,96,Los Angeles Clippers,113,,16740,Staples Center
2019-04-01,7:00p,2018-2019,Detroit Pistons,102,Indiana Pacers,111,,15760,Bankers Life Fieldhouse
2019-04-01,7:30p,2018-2019,Miami Heat,105,Boston Celtics,110,,18624,TD Garden
2019-04-01,7:30p,2018-2019,Milwaukee Bucks,131,Brooklyn Nets,121,,17732,Barclays Center
2019-04-01,7:30p,2018-2019,Chicago Bulls,105,New York Knicks,113,,18874,Madison Square Garden
2019-04-01,7:30p,2018-2019,Orlando Magic,109,Toronto Raptors,121,,19800,Scotiabank Arena
2019-04-01,8:00p,2018-2019,Portland Trail Blazers,132,Minnesota Timberwolves,122,,11209,Target Center
2019-04-01,8:30p,2018-2019,Philadelphia 76ers,102,Dallas Mavericks,122,,19645,American Airlines Center
2019-04-01,9:00p,2018-2019,Charlotte Hornets,102,Utah Jazz,111,,18306,Vivint Smart Home Arena
2019-04-01,10:00p,2018-2019,Cleveland Cavaliers,113,Phoenix Suns,122,,14050,Talking Stick Resort Arena
2019-04-02,8:00p,2018-2019,Los Angeles Lakers,103,Oklahoma City Thunder,119,,18203,Chesapeake Energy Arena
2019-04-02,8:30p,2018-2019,Atlanta Hawks,111,San Antonio Spurs,117,,18354,AT&T Center
2019-04-02,10:00p,2018-2019,Houston Rockets,130,Sacramento Kings,105,,17583,Golden 1 Center
2019-04-02,10:30p,2018-2019,Denver Nuggets,102,Golden State Warriors,116,,19596,Chase Center
2019-04-03,7:00p,2018-2019,Indiana Pacers,108,Detroit Pistons,89,,18984,Little Caesars Arena
2019-04-03,7:00p,2018-2019,New York Knicks,100,Orlando Magic,114,,18846,Amway Center
2019-04-03,7:00p,2018-2019,Chicago Bulls,115,Washington Wizards,114,,16616,Capital One Arena
2019-04-03,7:30p,2018-2019,Philadelphia 76ers,122,Atlanta Hawks,130,,16638,State Farm Arena
2019-04-03,7:30p,2018-2019,Toronto Raptors,115,Brooklyn Nets,105,,17732,Barclays Center
2019-04-03,7:30p,2018-2019,Boston Celtics,112,Miami Heat,102,,19904,American Airlines Arena
2019-04-03,8:00p,2018-2019,Charlotte Hornets,115,New Orleans Pelicans,109,,16844,Smoothie King Center
2019-04-03,8:30p,2018-2019,Minnesota Timberwolves,110,Dallas Mavericks,108,,19576,American Airlines Center
2019-04-03,9:00p,2018-2019,San Antonio Spurs,85,Denver Nuggets,113,,17643,Pepsi Center
2019-04-03,10:00p,2018-2019,Utah Jazz,118,Phoenix Suns,97,,15797,Talking Stick Resort Arena
2019-04-03,10:00p,2018-2019,Memphis Grizzlies,89,Portland Trail Blazers,116,,19608,Moda Center
2019-04-03,10:30p,2018-2019,Houston Rockets,135,Los Angeles Clippers,103,,17593,Staples Center
2019-04-04,8:00p,2018-2019,Milwaukee Bucks,128,Philadelphia 76ers,122,,20701,Wells Fargo Center
2019-04-04,10:00p,2018-2019,Cleveland Cavaliers,104,Sacramento Kings,117,,17583,Golden 1 Center
2019-04-04,10:30p,2018-2019,Golden State Warriors,108,Los Angeles Lakers,90,,18997,Staples Center
2019-04-05,7:00p,2018-2019,Toronto Raptors,111,Charlotte Hornets,113,,18684,Spectrum Center
2019-04-05,7:00p,2018-2019,Atlanta Hawks,113,Orlando Magic,149,,18999,Amway Center
2019-04-05,7:00p,2018-2019,San Antonio Spurs,129,Washington Wizards,112,,20409,Capital One Arena
2019-04-05,8:00p,2018-2019,New York Knicks,96,Houston Rockets,120,,18055,Toyota Center
2019-04-05,8:00p,2018-2019,Boston Celtics,117,Indiana Pacers,97,,17371,Bankers Life Fieldhouse
2019-04-05,8:00p,2018-2019,Miami Heat,109,Minnesota Timberwolves,111,,17763,Target Center
2019-04-05,8:00p,2018-2019,Detroit Pistons,110,Oklahoma City Thunder,123,,18203,Chesapeake Energy Arena
2019-04-05,8:30p,2018-2019,Memphis Grizzlies,122,Dallas Mavericks,112,,20111,American Airlines Center
2019-04-05,9:00p,2018-2019,Sacramento Kings,98,Utah Jazz,119,,18306,Vivint Smart Home Arena
2019-04-05,10:00p,2018-2019,New Orleans Pelicans,126,Phoenix Suns,133,OT,16410,Talking Stick Resort Arena
2019-04-05,10:30p,2018-2019,Portland Trail Blazers,110,Denver Nuggets,119,,19928,Pepsi Center
2019-04-05,10:30p,2018-2019,Cleveland Cavaliers,114,Golden State Warriors,120,,19596,Chase Center
2019-04-05,10:30p,2018-2019,Los Angeles Lakers,122,Los Angeles Clippers,117,,17910,Staples Center
2019-04-06,5:00p,2018-2019,Brooklyn Nets,133,Milwaukee Bucks,128,,18116,Fiserv Forum
2019-04-06,8:00p,2018-2019,Philadelphia 76ers,116,Chicago Bulls,96,,21059,United Center
2019-04-07,12:00p,2018-2019,Miami Heat,109,Toronto Raptors,117,OT,19800,Scotiabank Arena
2019-04-07,3:00p,2018-2019,San Antonio Spurs,112,Cleveland Cavaliers,90,,19432,Rocket Mortgage FieldHouse
2019-04-07,3:30p,2018-2019,Oklahoma City Thunder,132,Minnesota Timberwolves,126,,18978,Target Center
2019-04-07,4:00p,2018-2019,Charlotte Hornets,104,Detroit Pistons,91,,19871,Little Caesars Arena
2019-04-07,5:00p,2018-2019,Brooklyn Nets,108,Indiana Pacers,96,,16197,Bankers Life Fieldhouse
2019-04-07,6:00p,2018-2019,Dallas Mavericks,129,Memphis Grizzlies,127,OT,16744,FedExForum
2019-04-07,7:00p,2018-2019,Phoenix Suns,113,Houston Rockets,149,,18055,Toyota Center
2019-04-07,7:00p,2018-2019,Atlanta Hawks,107,Milwaukee Bucks,115,,17775,Fiserv Forum
2019-04-07,7:30p,2018-2019,Orlando Magic,116,Boston Celtics,108,,18624,TD Garden
2019-04-07,7:30p,2018-2019,Washington Wizards,110,New York Knicks,113,,19812,Madison Square Garden
2019-04-07,8:30p,2018-2019,Los Angeles Clippers,104,Golden State Warriors,131,,19596,Chase Center
2019-04-07,9:00p,2018-2019,Denver Nuggets,108,Portland Trail Blazers,115,,19890,Moda Center
2019-04-07,9:00p,2018-2019,New Orleans Pelicans,133,Sacramento Kings,129,,17583,Golden 1 Center
2019-04-07,9:30p,2018-2019,Utah Jazz,109,Los Angeles Lakers,113,,18997,Staples Center
2019-04-09,7:00p,2018-2019,Charlotte Hornets,124,Cleveland Cavaliers,97,,19432,Rocket Mortgage FieldHouse
2019-04-09,7:00p,2018-2019,Memphis Grizzlies,93,Detroit Pistons,100,,19802,Little Caesars Arena
2019-04-09,7:00p,2018-2019,Boston Celtics,116,Washington Wizards,110,,20409,Capital One Arena
2019-04-09,7:30p,2018-2019,Philadelphia 76ers,99,Miami Heat,122,,20153,American Airlines Arena
2019-04-09,8:00p,2018-2019,New York Knicks,96,Chicago Bulls,86,,21350,United Center
2019-04-09,8:00p,2018-2019,Toronto Raptors,120,Minnesota Timberwolves,100,,16119,Target Center
2019-04-09,8:00p,2018-2019,Golden State Warriors,112,New Orleans Pelicans,103,,17090,Smoothie King Center
2019-04-09,8:30p,2018-2019,Phoenix Suns,109,Dallas Mavericks,120,,21041,American Airlines Center
2019-04-09,9:00p,2018-2019,Denver Nuggets,108,Utah Jazz,118,,18306,Vivint Smart Home Arena
2019-04-09,9:30p,2018-2019,Houston Rockets,111,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2019-04-09,10:30p,2018-2019,Portland Trail Blazers,104,Los Angeles Lakers,101,,18997,Staples Center
2019-04-10,8:00p,2018-2019,Indiana Pacers,135,Atlanta Hawks,134,,17143,State Farm Arena
2019-04-10,8:00p,2018-2019,Miami Heat,94,Brooklyn Nets,113,,17732,Barclays Center
2019-04-10,8:00p,2018-2019,Orlando Magic,122,Charlotte Hornets,114,,17719,Spectrum Center
2019-04-10,8:00p,2018-2019,Golden State Warriors,117,Memphis Grizzlies,132,,17794,FedExForum
2019-04-10,8:00p,2018-2019,Oklahoma City Thunder,127,Milwaukee Bucks,116,,18082,Fiserv Forum
2019-04-10,8:00p,2018-2019,Detroit Pistons,115,New York Knicks,89,,19812,Madison Square Garden
2019-04-10,8:00p,2018-2019,Chicago Bulls,109,Philadelphia 76ers,125,,20197,Wells Fargo Center
2019-04-10,8:00p,2018-2019,Dallas Mavericks,94,San Antonio Spurs,105,,18629,AT&T Center
